ticker,date,text,label,price_change
AAPL,2025-12-11,Palladyne AIs Defense Technology Keeps Humans in the Loop,stable,0.0899
AAPL,2025-12-11,"Snap Inc (SNAP) Stock Outlook  December 2025: Russia Ban, AI Deals and AR Bets Put the Spotlight Back on Snapchat",stable,0.0899
AAPL,2025-12-11,U-Haul Holding Company files prospectus for $13.7 million in fixed rate notes,stable,0.0899
AAPL,2025-12-11,Stock of the Week  Jabil Inc (11.12.2025),stable,0.0899
AAPL,2025-12-11,Alphabet Inc. (GOOGL): Navigating the AI Frontier Amidst Regulatory Headwinds,stable,0.0899
AAPL,2025-12-11,Gravity Launches Hybrid Casual Game Ragnarok Monster Kitchen Worldwide!,stable,0.0899
AAPL,2025-12-11,Boot Barn stock hits all-time high at 207.89 USD By Investing.com,stable,0.0899
AAPL,2025-12-11,AerCap stock hits all-time high of 140.99 USD By Investing.com,stable,0.0899
AAPL,2025-12-11,Markel Corp stock hits all-time high at 2117.01 USD By Investing.com,stable,0.0899
AAPL,2025-12-11,Resideo Technologies Inc. (REZI) Unveils Honeywell Home X8S Smart Thermostat with Live Video Streaming Capability,stable,0.0899
AAPL,2025-12-11,Cincinnati Financial Stock: Is CINF Outperforming the Financial Services Sector?,stable,0.0899
AAPL,2025-12-11,VTI ETF Daily Update121125,stable,0.0899
AAPL,2025-12-11,Qualcomm (QCOM): Navigating the AI Era with Strategic Diversification,stable,0.0899
AAPL,2025-12-11,Rep. Cleo Fields bought up to $1.5M in Netflix stock just before Warner Bros. deal,stable,0.0899
AAPL,2025-12-11,Hatching the Automobiles Future in a Cloistered Los Angeles Lab,stable,0.0899
AAPL,2025-12-11,Morgan Stanley Upgrades MP Materials (MP) to Overweight on US Supply Chain Push and Rare Earth Outlook,stable,0.0899
AAPL,2025-12-11,"IDEAYA Biosciences Announces IND Submission for IDE574, a Potential First-In-Class KAT67 Dual Inhibitor for Breast and Lung Cancers",stable,0.0899
AAPL,2025-12-11,JPMorgan Chase  Co. Reduces Stake in Host Hotels  Resorts Inc.,stable,0.0899
AAPL,2025-12-10,"The Dealmaking 3 GameChangers, Track Titan, Surging Sports-Tech Industry",stable,-0.269
AAPL,2025-12-10,Why Microsoft Stock Tumbled Today,stable,-0.269
AAPL,2025-12-10,Microsoft Stock Slips After Hours as AI Scrutiny Rises: What MSFT Investors Should Know Before the December 11 Open,stable,-0.269
AAPL,2025-12-10,"Best Buy offers deals, services for late holiday shoppers",stable,-0.269
AAPL,2025-12-10,New Disney Board Nomination For Former Apple Executive,stable,-0.269
AAPL,2025-12-10,Cirrus Logic stock gets Buy rating reiterated by Stifel on auto haptics launch,stable,-0.269
AAPL,2025-12-10,Socket Mobile (NASDAQ: SCKT) launches XtremeScan v16e industrial iPhone 16e scanners,stable,-0.269
AAPL,2025-12-10,The Walt Disney Company Nominates Ex-Apple COO Jeff Williams To Board,stable,-0.269
AAPL,2025-12-10,"United States Satellite-to-Phone Service Market to Reach $3.28 Billion by 2032  Leading companies - SpaceX (Starlink), Iridium Communications Inc., Globalstar Inc., Inmarsat",stable,-0.269
AAPL,2025-12-10,"Alphabet (GOOG) Stock on December 9, 2025: EU AI Probe, Antitrust Ruling and $400 Price Targets",stable,-0.269
AAPL,2025-12-10,"Adobe Photoshop, Express, and Acrobat now available for free on ChatGPT",stable,-0.269
AAPL,2025-12-10,The Apocalyptic Potential of the NetflixWarner Bros. Deal,stable,-0.269
AAPL,2025-12-10,"Best Buy brings shoppers last-minute magic with savings, gifts and fast fulfillment",stable,-0.269
AAPL,2025-12-10,RedChip Companies Congratulates Former Client Cidara Therapeutics on Its $9.2 Billion Acquisition by Merck,stable,-0.269
AAPL,2025-12-10,Baldwin Insurance group executive Roche sells $376k in stock By Investing.com,stable,-0.269
AAPL,2025-12-10,"Best Buy brings shoppers last-minute magic with savings, gifts and fast fulfillment (2025-12-10)",stable,-0.269
AAPL,2025-12-10,Zimmer Biomet Stock: Is ZBH Underperforming the Health Care Sector?,stable,-0.269
AAPL,2025-12-10,InterDigital (IDCC): Assessing Valuation After Legal Wins Boost Streaming Patent Revenue Prospects,stable,-0.269
AAPL,2025-12-10,Costco (COST) Q4 Earnings: What To Expect,stable,-0.269
AAPL,2025-12-10,Apple chip chief tells staff hes not leaving 'anytime soon',stable,-0.269
AAPL,2025-12-09,Apple analyst sets bold stock target for 2026,stable,0.5772
AAPL,2025-12-09,3 Reasons to Avoid PFBC and 1 Stock to Buy Instead,stable,0.5772
AAPL,2025-12-09,"Apple gets a big price target hike, and Wells Fargo plants a big dealmaking flag",stable,0.5772
AAPL,2025-12-09,A Triple-Leveraged Bet on Tech Giants: Examining the TQQQ ETF,stable,0.5772
AAPL,2025-12-09,Former Apple COO Jeff Williams Nominated to Walt Disney Company Board of Directors,stable,0.5772
AAPL,2025-12-09,Disney nominates former Apple COO Williams to board,stable,0.5772
AAPL,2025-12-09,VIG ETF Near Record Highs at $220.60  Dividend Growth and Fed Cuts Fuel 26' Upside,stable,0.5772
AAPL,2025-12-09,"Old Dominion Freight Line board member resigns, board size reduced to eleven",stable,0.5772
AAPL,2025-12-09,Alphabet Stock Jumped 13.9% In November. What's Next?,stable,0.5772
AAPL,2025-12-09,"Berkshire Hathaway Stock (BRK.A, BRK.B) Today: Leadership Shake-Up, Q3 Earnings, and 2026 Forecasts  December 9, 2025",stable,0.5772
AAPL,2025-12-09,"Spotify expands music videos access to premium users in US, Canada to take on YouTube",stable,0.5772
AAPL,2025-12-09,Aflac EVP beaver sells $377k in stock after option exercise,stable,0.5772
AAPL,2025-12-09,Euronet Targets Credit Growth With CoreCard Acquisition,stable,0.5772
AAPL,2025-12-09,Spotify takes on YouTube as it expands video access to US and Canada,stable,0.5772
AAPL,2025-12-09,Go Big or Go Green: Should You Buy SPGM's Broad Diversification or NZAC's Climate Focus?,stable,0.5772
AAPL,2025-12-09,Klarna (KLAR) Hits High Q3 2025 Growth According to UBS' Timothy Chiodo,stable,0.5772
AAPL,2025-12-09,Aurora Mobile launches AI-driven customer service platform LiveDesk,stable,0.5772
AAPL,2025-12-09,"Klarna (KLAR) expands Apple Pay Pay Later to France, Italy, 114M consumers",stable,0.5772
AAPL,2025-12-09,QDVO ETF Price Targets $35 as Nasdaq Rally Boosts 9.8% Yield,stable,0.5772
AAPL,2025-12-09,"Nasdaq, SP 500 Snap Win Streaks as Sentiment Cools",stable,0.5772
AAPL,2025-12-09,ICEBlock creator sues Trump administration officials saying they pressured Apple to remove it from the app store,stable,0.5772
AAPL,2025-12-09,"Intel Stock After Hours: Why INTC Rebounded on December 8, 2025  And What to Watch Before the December 9 Open",stable,0.5772
AAPL,2025-12-08,Apple demand spurs Jahwa's move to expand actuator production,stable,-0.2555
AAPL,2025-12-08,Tornado Infrastructure Equipment Completes Acquisition by The Toro Company,stable,-0.2555
AAPL,2025-12-08,"Tesla Stock After Hours: Morgan Stanley Downgrade, China Milestone and 0% Deals  What to Know Before the Market Opens on December 9, 2025",stable,-0.2555
AAPL,2025-12-08,United Bankshares stock holds steady as KBW reiterates Market Perform rating,stable,-0.2555
AAPL,2025-12-08,"Bitcoin (BTC-USD) Price Holds $90,218 as IBIT ETF at $51.19 Leads $352M Inflows",stable,-0.2555
AAPL,2025-12-08,Guarantor: JPMorgan Chase  Co.,stable,-0.2555
AAPL,2025-12-08,'Stay calm and Apple on:' Recent exec changes at iPhone maker not a worry: Evercore (AAPL:NASDAQ),stable,-0.2555
AAPL,2025-12-08,Tarsus Pharmaceuticals stock hits all-time high at 83.67 USD,stable,-0.2555
AAPL,2025-12-08,Spotify to Hike US Premium Prices to $12.99 in Q1 2026,stable,-0.2555
AAPL,2025-12-08,"Apple's chip boss squashes exit rumors, says he's not leaving the company",stable,-0.2555
AAPL,2025-12-08,"WINTON GROUP Ltd Purchases 49,879 Shares of Intel Corporation $INTC",stable,-0.2555
AAPL,2025-12-08,Now available: Create YouTube Shorts from Adobe Premiere Mobile,stable,-0.2555
AAPL,2025-12-08,iShares MSCI World ETF: Tech-Sorgen belasten,stable,-0.2555
AAPL,2025-12-08,AeroVironment stock price target lowered to $400 by RBC Capital,stable,-0.2555
AAPL,2025-12-08,Morgan Stanleys new Tesla analyst cuts stock rating on rich valuation,stable,-0.2555
AAPL,2025-12-08,Alphabet Stock Wins a New Street-High Price Target as AI Momentum Accelerates,stable,-0.2555
AAPL,2025-12-08,Should Investors Give Intel Stock Another Look After Its AI Strategy Reset?,stable,-0.2555
AAPL,2025-12-08,Intel networks U-turn is a relief for Ericsson and Samsung,stable,-0.2555
AAPL,2025-12-08,Riyadh Air and IBM Partner to Launch World's First AI-Native Airline,stable,-0.2555
AAPL,2025-12-07,Executive Exodus Hits Apple As Fears Grow Over Possible Chip Chief Departure,stable,-0.3192
AAPL,2025-12-07,Key facts: Apple Invests in AI; Faces Leadership Changes and Competition,stable,-0.3192
AAPL,2025-12-07,"Spotify (SPOT) Stock on December 7, 2025: Leadership Shake-Up, High Valuation and 2026 Forecasts",stable,-0.3192
AAPL,2025-12-07,"Trading the Move, Not the Narrative: (AAPD) Edition",stable,-0.3192
AAPL,2025-12-07,FNDA Is A Good Alternative To Large-Cap ETFs Like VUG,stable,-0.3192
AAPL,2025-12-07,JEPQ ETF Holds at $58.82  Yield Near 9.5% as Nasdaq Valuations Peak,stable,-0.3192
AAPL,2025-12-07,"Apple Chip Chief Johny Srouji 'Seriously Considering' Exit, Raising Alarms Over Future Of iPhone, Mac Silicon",stable,-0.3192
AAPL,2025-12-06,SPDR SP 500 ETF Trust Sees Positive Fund Flows,stable,-0.3192
AAPL,2025-12-06,iOS 26.2 Will Add Two New Features To CarPlay In December,stable,-0.3192
AAPL,2025-12-06,"Intel Stock (INTC) on December 6, 2025: Nvidia Stake, Apple Foundry Rumors and Wall Street Forecasts",stable,-0.3192
AAPL,2025-12-06,Meta AI Becomes Real-Time News Hub With New Media Partnerships,stable,-0.3192
AAPL,2025-12-06,"Calidi Biotherapeutics and Nova Minerals Interviews to Air on the RedChip Small Stocks, Big Money(TM) Show on Bloomberg TV",stable,-0.3192
AAPL,2025-12-06,Amundi Has $423.53 Million Stock Holdings in Stryker Corporation $SYK,stable,-0.3192
AAPL,2025-12-06,"US lawmakers press Google, Apple to remove apps tracking immigration agents",stable,-0.3192
AAPL,2025-12-06,Heavy Tech Weighting Poses Challenge for iShares MSCI World ETF,stable,-0.3192
AAPL,2025-12-06,Waterloo Capital Trims Bond ETF Stake,stable,-0.3192
AAPL,2025-12-06,Reborn Coffee to be delisted from Nasdaq Capital Market on December 11,stable,-0.3192
AAPL,2025-12-06,3 Reasons Costco Stock Is Struggling,stable,-0.3192
AAPL,2025-12-06,Sprouts Farmers Market breaks its own rule to appear in Apple TV series Pluribus',stable,-0.3192
AAPL,2025-12-06,Top 2 Tech Stocks That May Keep You Up At Night This Month,stable,-0.3192
AAPL,2025-12-05,Arm Holdings plc (ARM): A Bull Case Theory,stable,-0.3192
AAPL,2025-12-05,"Google (GOOGL) Live Share Price, Invest from India",stable,-0.3192
AAPL,2025-12-05,"Billionaire Warren Buffett Has Over $75 Billion Invested in 3 ""Magnificent"" Artificial Intelligence (AI) Stocks",stable,-0.3192
AAPL,2025-12-05,"AI Growth Will Keep Magnificent 7 The Place To Be In 2026, BlackRock Says",stable,-0.3192
AAPL,2025-12-05,QLD vs. SSO: Which 2x Leveraged ETF Is Best for Investors Right Now?,stable,-0.3192
AAPL,2025-12-05,"Top Apple Executives to Leave, Adding to Recent Departures",stable,-0.3192
AAPL,2025-12-05,MP Materials Corp. (MP): A Bull Case Theory,stable,-0.3192
AAPL,2025-12-05,"Intel Stock (INTC) Retreats After Apple-Rumor Rally: December 5, 2025 News, Forecasts and Outlook",stable,-0.3192
AAPL,2025-12-05,Knollwood Investment Advisory LLC Grows Position in Fastenal Company $FAST,stable,-0.3192
AAPL,2025-12-05,Intel (INTC) Falls 7% from Record High as Traders Book Profits,stable,-0.3192
AAPL,2025-12-05,"After AI and design heads exit, Apple confirms two more senior leaders are leaving",stable,-0.3192
AAPL,2025-12-05,"Analyst recommendations: Humana, Newmont, Robert Half, Apple, Macy's",stable,-0.3192
AAPL,2025-12-05,"SPYM, TTXU: Big ETF Outflows",stable,-0.3192
AAPL,2025-12-05,Masimo Pitches 2028 Plan With 30% Operating Margins,stable,-0.3192
AAPL,2025-12-05,Chubb Limited (CB): A Bull Case Theory,stable,-0.3192
AAPL,2025-12-05,Should Invesco Dividend Achievers ETF (PFM) Be on Your Investing Radar?,stable,-0.3192
AAPL,2025-12-05,Sprouts Farmers Market breaks its own rule to appear in Apple TV series 'Pluribus',stable,-0.3192
AAPL,2025-12-05,LiveOne Announces Tesla Subscription Pricing,stable,-0.3192
AAPL,2025-12-05,Stifel reiterates Buy rating on Masimo stock with $180 price target,stable,-0.3192
AAPL,2025-12-05,Is Fidelity Quality Factor ETF (FQAL) a Strong ETF Right Now?,stable,-0.3192
AAPL,2025-12-05,Why Warren Buffett Is Quietly Increasing His Stake in Alphabet,stable,-0.3192
AAPL,2025-12-05,"CNBC Daily Open: Money, money, money, in Nvidia's world",stable,-0.3192
AAPL,2025-12-05,"Newstead, Meta Platforms CLO, sells $333k in Meta stock",stable,-0.3192
AAPL,2025-12-05,From reckoning to renewal: An interview with KKRs Philipp Freise,stable,-0.3192
AAPL,2025-12-04,"Apple shuffles executive ranks again, as Adams and Jackson set to depart (AAPL:NASDAQ)",stable,-0.684
AAPL,2025-12-04,"Globalstar, Inc. (GSAT): A Bull Case Theory",stable,-0.684
AAPL,2025-12-04,Apple announces departure of general counsel and policy chief,stable,-0.684
AAPL,2025-12-04,"Meta Tried Poaching Talent Largely Unsuccessfully, Says OpenAI Exec: 'Zuck Actually Went And Hand Delivered Soup To People He Was Trying To Recruit'",stable,-0.684
AAPL,2025-12-04,"Nvidia, other tech giants grilled over money for Trump's ballroom",stable,-0.684
AAPL,2025-12-04,"Apple, Tesla accused of profiting from abuses, environment destruction",stable,-0.684
AAPL,2025-12-04,"BTIG thinks Apple stock is poised to drop, PepsiCo nears settlement",stable,-0.684
AAPL,2025-12-04,"Intel Stock Near 52Week High as Apple Chip Rumors, Malaysia Expansion and NEX Pivot Redefine the 2025 Story",stable,-0.684
AAPL,2025-12-04,The Goodyear Tire  Rubber Company (GT): A Bull Case Theory,stable,-0.684
AAPL,2025-12-04,Corning Stock Rises 75.9% YTD: How to Play the Stock?,stable,-0.684
AAPL,2025-12-04,"GXO Logistics, Inc. (GXO): A Bull Case Theory",stable,-0.684
AAPL,2025-12-04,"Edgestream Partners L.P. Takes $4.10 Million Position in Skyworks Solutions, Inc. $SWKS",stable,-0.684
AAPL,2025-12-04,Apple design executive Alan Dye poached by Meta in major coup,stable,-0.684
AAPL,2025-12-04,Apple (AAPL) Price Target Raised as Loop Capital Sees Stronger iPhone 17 Demand,stable,-0.684
AAPL,2025-12-04,"Russell Investments Group Ltd. Buys 11,595 Shares of Cirrus Logic, Inc. $CRUS",stable,-0.684
AAPL,2025-12-04,(AAPY) and the Role of Price-Sensitive Allocations,stable,-0.684
AAPL,2025-12-04,"Vericels chief medical officer sells $64,659 in VCEL stock",stable,-0.684
AAPL,2025-12-04,Resideo Redefines Smart Comfort with Launch of Honeywell Home X8S Smart Thermostat,stable,-0.684
AAPL,2025-12-04,The AI Surge Fuels Unprecedented Gains for the Broad Market iShares ETF,stable,-0.684
AAPL,2025-12-04,Devvstream stock plunges after merger announcement with Southern Energy,stable,-0.684
AAPL,2025-12-04,Blue-Chip Index Pops as Interest Rate Cut Anticipation Grows,stable,-0.684
AAPL,2025-12-04,Cnx Resources stock hits 52-week high at 39.86 USD,stable,-0.684
AAPL,2025-12-04,"PayPal (PYPL) Stock Today: Selloff After Checkout Warning, AI Commerce Deals and 20252026 Forecast",stable,-0.684
AAPL,2025-12-03,"Intel (INTC) Stock Surges on Apple Chip Rumors and $208M Malaysia Expansion: 2025 Rally, Analyst Forecasts and Whats Next",small_drop,-1.2141
AAPL,2025-12-03,"SP: Global Credit Outlook For 2026 Looks Resilient, If Uneven, Report Says",small_drop,-1.2141
AAPL,2025-12-03,"Best Cyber Monday 2025 deals still live at Best Buy: AirPods Max, Windows laptops, and more",small_drop,-1.2141
AAPL,2025-12-03,Apple Design Executive Alan Dye Poached by Meta in Major Coup,small_drop,-1.2141
AAPL,2025-12-03,Intel: More Potential Ahead With New Likely Partnerships For Contract Chipmaking Business,small_drop,-1.2141
AAPL,2025-12-03,"Qualcomm Snapdragon 8 Gen 5: 36% Faster Than Apple, AI-Enhanced for Mid-Range Androids",small_drop,-1.2141
AAPL,2025-12-03,Intel Stock Surges on Apple Deal Buzz: Can INTC Sustain This Momentum?,small_drop,-1.2141
AAPL,2025-12-03,Intel (INTC) Hits New Record on Apple Deal Hype,small_drop,-1.2141
AAPL,2025-12-03,"Google Stock (Alphabet GOOGL) Today, December 3, 2025: AI Chips, Gemini 3 and New $375 Price Targets",small_drop,-1.2141
AAPL,2025-12-03,"The Zacks Analyst Blog Highlights Apple, Tesla, Micron Technology, Hamilton Beach Brands and Key Tronic",small_drop,-1.2141
AAPL,2025-12-03,Microsoft Stock Falls After Software Giant Reportedly Revises AI Sales Targets As Growth Falls Short Of Expectation,small_drop,-1.2141
AAPL,2025-12-03,Intel (INTC) Stock Soars on Apple Chip Rumors and $208M Malaysia Expansion,small_drop,-1.2141
AAPL,2025-12-03,Onemain Holdings stock hits all-time high at 63.27 USD,small_drop,-1.2141
AAPL,2025-12-03,"Turnberry, Simon Buy Miami Retail Asset for $131M",small_drop,-1.2141
AAPL,2025-12-03,"Skyworks Solutions, Inc. $SWKS Shares Sold by Korea Investment CORP",small_drop,-1.2141
AAPL,2025-12-03,Should You Invest in the Fidelity MSCI Information Technology Index ETF (FTEC)?,small_drop,-1.2141
AAPL,2025-12-03,Apple Inc. $AAPL Shares Acquired by Everest Management Corp.,small_drop,-1.2141
AAPL,2025-12-03,"American Century Companies Inc. Grows Stock Position in Skyworks Solutions, Inc. $SWKS",small_drop,-1.2141
AAPL,2025-12-03,"bLong Financial Cuts EUFN Position By Around $5.6 Million, Shifts Focus Back to U.S.",small_drop,-1.2141
AAPL,2025-12-03,Is DexCom Stock Underperforming the SP 500?,small_drop,-1.2141
AAPL,2025-12-03,Apple Inc. (AAPL) Analysts Update Coverage,small_drop,-1.2141
AAPL,2025-12-03,Should Franklin U.S. Large Cap Multifactor Index ETF (FLQL) Be on Your Investing Radar?,small_drop,-1.2141
AAPL,2025-12-03,Amkor Technology stock hits 52-week high at 38.31 USD,small_drop,-1.2141
AAPL,2025-12-03,Why Vestis (VSTS) Stock Is Nosediving,small_drop,-1.2141
AAPL,2025-12-03,"U.S. Stock ETF Tracker  Cryptocurrencies and tech stocks jointly boost the market, with the 3x leveraged semiconductor ETF surging nearly 6% and the 2x leveraged BMNR ETF climbing over 19%; surpassing all earnings expectations, the 2x leveraged MDB ETF s",small_drop,-1.2141
AAPL,2025-12-03,"Stratos Reshuffles Treasury ETFs, Ups Its IBTG Stake to $34 Million",small_drop,-1.2141
AAPL,2025-12-02,Apple (AAPL) Appoints Microsoft Veteran Amar Subramanya as AI Chief,stable,-0.7128
AAPL,2025-12-02,"Nike, Apple, Amazon And An Airline Stock: CNBC's 'Final Trades'",stable,-0.7128
AAPL,2025-12-02,"Top Research Reports for Apple, Tesla  Micron Technology",stable,-0.7128
AAPL,2025-12-02,"All 30 Dow Jones Stocks Ranked: Buy, Sell or Hold?",stable,-0.7128
AAPL,2025-12-02,Apple Just Parted Ways With Its Head of AI Over a Key Feature That Still Frustrates Users,stable,-0.7128
AAPL,2025-12-02,Apples AI chief paid the price for the companys stalled progress,stable,-0.7128
AAPL,2025-12-02,INTC: Intel Shares Slide as Apple Bonanza Talk Faces Reality Check,stable,-0.7128
AAPL,2025-12-02,Wall Street's Sleeping Giant: Is Amazon About to Wake Up?,stable,-0.7128
AAPL,2025-12-02,"KLA, IBD Stock Of The Day, Flashes Buy Signal Amid AI Demand",stable,-0.7128
AAPL,2025-12-02,Peter Thiel Sells All His Nvidia Shares and Buys Microsoft and Apple Instead,stable,-0.7128
AAPL,2025-12-02,"Walmart credits AI, fast delivery for strong Black Friday-Cyber Monday",stable,-0.7128
AAPL,2025-12-02,"Apple names Microsoft, Google veteran Amar Subramanya as AI chief",stable,-0.7128
AAPL,2025-12-02,Apple continues gain for seven straight sessions (AAPL:NASDAQ),stable,-0.7128
AAPL,2025-12-02,"Buffett Bought Alphabet After I Named It My Top Tech Stock (GOOG, BRK.B)",stable,-0.7128
AAPL,2025-12-02,"Intel Stock (INTC) on December 2, 2025: Apple Foundry Buzz, Malaysia Expansion and Q3 Rebound Fuel a HighStakes Rally",stable,-0.7128
AAPL,2025-12-02,Apple Inc. $AAPL is UNIVEST FINANCIAL Corp's 4th Largest Position,stable,-0.7128
AAPL,2025-12-02,"3,347,921 Shares in Agilent Technologies, Inc. $A Acquired by Norges Bank",stable,-0.7128
AAPL,2025-12-02,"Quadrant Capital Group LLC Has $991,000 Stock Position in VeriSign, Inc. $VRSN",stable,-0.7128
AAPL,2025-12-02,"Meet Amar Subramanya, the 46-year-old Google and Microsoft veteran who will steer Apple AI strategy",stable,-0.7128
AAPL,2025-12-02,"Walmart Supercharges Holiday Traditions with Biggest, Fastest Black Friday and Cyber Monday Yet",stable,-0.7128
AAPL,2025-12-02,"Who is Amar Subramanya, Apples new VP of AI poached from Microsoft?",stable,-0.7128
AAPL,2025-12-02,"From hey Siri to hey Subbu? Apple hires Amar Subramanya, taking a bite out of Google via Microsoft",stable,-0.7128
AAPL,2025-12-02,Apple Faces Class Action Threats After Defeat at Top EU Court,stable,-0.7128
AAPL,2025-12-02,"Socket Mobile Launches Durable, Portable NFCRFID Reader and Writer",stable,-0.7128
AAPL,2025-12-02,"Arrowstreet Capital Limited Partnership Has $412.29 Million Position in VeriSign, Inc. $VRSN",stable,-0.7128
AAPL,2025-12-02,OraSure Technologies executives adopt Rule 10b5-1 trading plans for stock purchases,stable,-0.7128
AAPL,2025-12-02,Apple mulls resisting India order to preload state-run cyber safety app: report,stable,-0.7128
AAPL,2025-12-02,Two Sector ETFs Are Quietly Outperforming the SP 500 Without a Single AI Stock,stable,-0.7128
AAPL,2025-12-02,DXLS NEW FITMAP APP HELPS BIG  TALL MEN FIND THEIR PERFECT SIZE,stable,-0.7128
AAPL,2025-12-02,Who is Amar Subramanya? Indian-origin AI researcher Apple has appointed as AI chief,stable,-0.7128
AAPL,2025-12-01,How Is Williams Companies Stock Performance Compared to Other Oil  Gas Stocks?,small_rise,1.0915
AAPL,2025-12-01,Apple's AI chief abruptly steps down,small_rise,1.0915
AAPL,2025-12-01,"Intel Stock After the Bell (Dec. 1, 2025): Apple Foundry Buzz Keeps INTC Near $40 as Legal Risks Grow",small_rise,1.0915
AAPL,2025-12-01,"Apple names former Microsoft, Google executive to replace current AI chief",small_rise,1.0915
AAPL,2025-12-01,Apple shares hit new all-time intraday and closing highs,small_rise,1.0915
AAPL,2025-12-01,Apple (AAPL) 2026 Price Prediction: a Top AI Stock Contender?,small_rise,1.0915
AAPL,2025-12-01,"Intel Stock on December 1, 2025: Apple Foundry Rumors, TradeSecret Drama and Whats Next for INTC",small_rise,1.0915
AAPL,2025-12-01,Best Small Cap Stocks To Watch Today  November 27th,small_rise,1.0915
AAPL,2025-12-01,Apple Tightens AI and App Rules Amid EU DMA Pressures,small_rise,1.0915
AAPL,2025-12-01,Tech Moves: Ex-Payscale CEO Scott Torrey joins Smartsheet; Apple taps Microsoft VP to lead AI efforts,small_rise,1.0915
AAPL,2025-12-01,Medical Care Technologies Inc. Moves Into Apple's Final TestFlight Testing Phase for Its Debut Consumer AI App,small_rise,1.0915
AAPL,2025-12-01,"Grantham Mayo Van Otterloo  Co. LLC Sells 279,326 Shares of Skyworks Solutions, Inc. $SWKS",small_rise,1.0915
AAPL,2025-12-01,2 Invesco ETFs to Buy Before 2026,small_rise,1.0915
AAPL,2025-12-01,"Alphabet (GOOG) Class C Stock in December 2025: AI Supercycle, New Price Targets and What Comes Next",small_rise,1.0915
AAPL,2025-12-01,Intel to Manufacture Apples Low-End M-Series Chips from 2027,small_rise,1.0915
AAPL,2025-12-01,Three New MacBook Models to Launch Next Spring... Targeting Replacement Demand with the M5 Generation,small_rise,1.0915
AAPL,2025-12-01,"Federal Realty Announces the Acquisition of Village Pointe in Omaha, NE",small_rise,1.0915
AAPL,2025-12-01,"Skandinaviska Enskilda Banken AB publ Decreases Stock Position in Skyworks Solutions, Inc. $SWKS",small_rise,1.0915
AAPL,2025-12-01,Apple Inc. $AAPL Stock Holdings Raised by Savvy Advisors Inc.,small_rise,1.0915
AAPL,2025-12-01,Apple Inc. $AAPL Shares Acquired by Strs Ohio,small_rise,1.0915
AAPL,2025-12-01,"Grantham Mayo Van Otterloo  Co. LLC Sells 1,297 Shares of Advanced Micro Devices, Inc. $AMD",small_rise,1.0915
AAPL,2025-12-01,Intel Corp. (INTC) Climbs 10.3% on Apple Deal Hype,small_rise,1.0915
